,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,終点
,0,,,さてと……昼食も終わったしそろそろ行くか,,0,,,,,,,0,,0,,,,,,,0,,0,,,,,,,0,,0,,0,,0,,6,,0,,2,,0,,4,,-1,,-1,,-1
,0,,,午前中はクラスでのオリエンテーションが@あったけど問題なく終わって良かった,,0,,,,,,,0,,0,,,,,,,0,,0,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,-1,,-1,,-1
,0,,,クラスの生徒もいい子たちばかりで安心した,,0,,,,,,,0,,0,,,,,,,0,,0,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,-1,,-1,,-1
,0,,,つばさ学園では初めてのクラス担任だから一日でも早く@みんなに信頼されるようにがんばらなくちゃだな！,,0,,,,,,,0,,0,,,,,,,0,,0,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,-1,,-1,,-1
,0,,,……午後は時間が空いてるから@校内の見回りでもするか,,0,,,,,,,0,,0,,,,,,,0,,0,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,-1,,-1,,-1
,0,,,新学期だし、まだ学園に慣れていない生徒も@多いからそういう子がいたら声をかけてあげよう,,0,,,,,,,0,,0,,,,,,,0,,0,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,-1,,-1,,-1
,0,主人公,,「よし……いくか……！」,,0,,,,,,,0,,0,,,,,,,0,,0,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,7,,-1,,-1,,-1
,0,,,,,0,,,,,,,0,,0,,,,,,,0,,0,,,,,,,0,,0,,0,,0,,7,,1,,0,,0,,0,,-1,,-1,,-1
,0,,,この学園は本当に広い……,,0,,,,,,,0,,0,,,,,,,0,,0,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,-1,,-1,,-1,,-1
,0,,,体育館だけでも複数あるし運動部のための@グラウンドや武道場など多くの施設がある,,0,,,,,,,0,,0,,,,,,,0,,0,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,-1,,-1,,-1
,0,,,そういった学園内の施設が多くあるのはひとえに@生徒の為だといつか天井校長が話していたっけ,,0,,,,,,,0,,0,,,,,,,0,,0,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,-1,,-1,,-1
,0,,,……久々にゆっくり学園内を見て回っているが@のんびりしているとあっという間に時間が経ちそうだ,,0,,,,,,,0,,0,,,,,,,0,,0,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,-1,,-1,,-1
